iter	Logloss
529	0.02232898488
530	0.0222239919
531	0.02219188481
532	0.02211061191
533	0.02205040883
534	0.0219868331
535	0.02190786321
536	0.02183118828
537	0.0217813992
538	0.02172008838
539	0.02164274606
540	0.02157939187
541	0.02152058953
542	0.02146109678
543	0.0214077277
544	0.02133090522
545	0.02127629402
546	0.02121000463
547	0.02116978021
548	0.02112158554
549	0.0210892793
550	0.02103707971
551	0.02095461836
552	0.02091967268
553	0.02086318912
554	0.02077271471
555	0.02069015367
556	0.02064340974
557	0.02057577477
558	0.02052711674
559	0.02046052406
560	0.02038959214
561	0.02033701347
562	0.02028209603
563	0.02023718299
564	0.02017207208
565	0.0201171126
566	0.02008786885
567	0.02004457017
568	0.02001459891
569	0.01996490416
570	0.01989190959
571	0.01984583336
572	0.0197991446
573	0.01976875613
574	0.01971514139
575	0.01966641512
576	0.0196101292
577	0.0195692367
578	0.01952232705
579	0.01946595453
580	0.01941103794
581	0.01935830141
582	0.01930161917
583	0.01924707418
584	0.01919181353
585	0.01913364804
586	0.01908083761
587	0.01902500004
588	0.01897113767
589	0.01889462398
590	0.01882521822
591	0.01877273024
592	0.01872697009
593	0.0186833378
594	0.01864348523
595	0.01859836386
596	0.01854659174
597	0.01850221298
598	0.01845400802
599	0.01841583363
600	0.01836543243
601	0.01833134115
602	0.01829812554
603	0.01826353008
604	0.01821429439
605	0.0181655361
606	0.01811479572
607	0.01806727066
608	0.01801252968
609	0.01796005277
610	0.01791904765
611	0.01788341493
612	0.01784028995
613	0.01780165738
614	0.01775065811
615	0.01771096262
616	0.01766122292
617	0.01761929087
618	0.01756247184
619	0.01751797275
620	0.01746602269
621	0.01743326361
622	0.01739006451
623	0.0173573785
624	0.0172946845
625	0.01723485786
626	0.01717321079
627	0.0171190239
628	0.01708867716
629	0.01703882814
630	0.01701283709
631	0.01697357943
632	0.01693437012
633	0.01688771872
634	0.01685491538
635	0.01681096761
636	0.01676867094
637	0.01675955374
638	0.01670469075
639	0.01668454804
640	0.01665502175
641	0.01660800848
642	0.01657627663
643	0.01653292353
644	0.01650316815
645	0.01646384951
646	0.01642164664
647	0.01638993271
648	0.01635511203
649	0.01630970875
650	0.01627025306
651	0.01621302838
652	0.01616758193
653	0.01614781014
654	0.01613283635
655	0.01607917439
656	0.0160446482
657	0.0160075065
658	0.01597606295
659	0.01594849155
660	0.01592440355
661	0.01587174257
662	0.01581750758
663	0.01579395257
664	0.01575541583
665	0.01570417417
666	0.01567838981
667	0.01562578165
668	0.0155834639
669	0.01556684676
670	0.01553103655
671	0.01549563667
672	0.01546363296
673	0.01541038685
674	0.0153830603
675	0.01534729538
676	0.01531793184
677	0.01528219861
678	0.01525150324
679	0.01521137883
680	0.01517380348
681	0.01514204396
682	0.01511452535
683	0.01508164872
684	0.0150499173
685	0.01502738349
686	0.01499890364
687	0.01496263084
688	0.01491933137
689	0.01489720611
690	0.01487332615
691	0.01482990565
692	0.01478767644
693	0.0147554135
694	0.01472059728
695	0.01467460856
696	0.01463403204
697	0.01460363434
698	0.01459000144
699	0.01456764929
700	0.0145361829
701	0.01449166955
702	0.01446102333
703	0.01442820866
704	0.01439215906
705	0.01436791684
706	0.01433859739
707	0.0143050997
708	0.0142736111
709	0.01425279851
710	0.0142222771
711	0.01419260397
712	0.01416385355
713	0.0141284018
714	0.01410490364
715	0.01407970056
716	0.01405378069
717	0.0140229502
718	0.0139901352
719	0.01396198197
720	0.01393374988
721	0.01390282829
722	0.01386854763
723	0.01382901327
724	0.01379059683
725	0.01376086941
726	0.01374313605
727	0.01372043399
728	0.01368442552
729	0.01365563815
730	0.01361241231
731	0.01358774091
732	0.01355889604
733	0.01353219633
734	0.01350775372
735	0.01347630752
736	0.0134330598
737	0.01340669743
738	0.01337494097
739	0.01333762685
740	0.01331732018
741	0.01329732512
742	0.01327496569
743	0.01325389896
744	0.01323912091
745	0.01321361869
746	0.01318719081
747	0.01316400974
748	0.01314083934
749	0.01311258308
750	0.0130900213
751	0.01305191509
752	0.01301634898
753	0.01299797264
754	0.01296761633
755	0.0129440793
756	0.01291682364
757	0.01287386765
758	0.01284835961
759	0.01282315311
760	0.01279418587
761	0.0127706337
762	0.01274188302
763	0.01272529977
764	0.01269340585
765	0.01267385044
766	0.01265228626
767	0.01261946792
768	0.01259320947
769	0.01257158821
770	0.01254104464
771	0.01250906668
772	0.01248060375
773	0.0124539854
774	0.01242363761
775	0.01239947601
776	0.0123694056
777	0.01233423587
778	0.01231150053
779	0.01227745214
780	0.01225446915
781	0.01221903121
782	0.01218414948
783	0.01215365255
784	0.01213169811
785	0.01209896634
786	0.01207306259
787	0.01203778917
788	0.01201083778
789	0.01198428754
790	0.01196674516
791	0.01194347501
792	0.01192272609
793	0.01190569741
794	0.01189152577
795	0.01186990213
796	0.01184982045
797	0.0118186997
798	0.01179261037
799	0.0117736813
800	0.01173708792
801	0.01170954476
802	0.01167818332
803	0.01165032451
804	0.0116350356
805	0.01161587544
806	0.011592513
807	0.01156153032
808	0.01153693475
809	0.0115012991
810	0.01147940364
811	0.01146406089
812	0.01143294079
813	0.01140984554
814	0.011392417
815	0.01138119923
816	0.01136192703
817	0.01133452262
818	0.01131341951
819	0.01128346632
820	0.01125659874
821	0.01122097859
822	0.01119857807
823	0.01116644485
824	0.01114628515
825	0.01112894801
826	0.01111030554
827	0.01108413334
828	0.01105570675
829	0.01104540813
830	0.0110289168
831	0.01101017822
832	0.01099783575
833	0.01097775567
834	0.01095806806
835	0.01093168153
836	0.01091403106
837	0.01089767281
838	0.01087407521
839	0.01085404137
840	0.01083310891
841	0.01080762582
842	0.01079339009
843	0.01077207059
844	0.01074488919
845	0.01072536454
846	0.01070986035
847	0.01068483871
848	0.01067192105
849	0.01063815492
850	0.01061726218
851	0.01060251623
852	0.01057421849
853	0.01055157704
854	0.0105223998
855	0.01049401252
856	0.01047806958
857	0.01047071047
858	0.01045085588
859	0.01042807269
860	0.01040746433
861	0.01039520856
862	0.01038278377
863	0.01036422276
864	0.0103520198
865	0.0103282499
866	0.01031124641
867	0.0102878329
868	0.01026738303
869	0.0102468498
870	0.01023182903
871	0.01021226312
872	0.01019257833
873	0.01017352813
874	0.01016116675
875	0.01013503583
876	0.01011634247
877	0.01010200188
878	0.0100834009
879	0.01006268288
880	0.0100403358
881	0.01002213445
882	0.01000765699
883	0.009996396614
884	0.009985301426
885	0.009963755618
886	0.009938244007
887	0.009925631965
888	0.009914213517
889	0.009898617036
890	0.009877647592
891	0.009853442493
892	0.009835707164
893	0.009818641993
894	0.00979491049
895	0.009769874736
896	0.009755120058
897	0.009732724025
898	0.009707865012
899	0.009682285488
900	0.009659602309
901	0.009636651761
902	0.009616610205
903	0.009598590646
904	0.009577013075
905	0.009548633305
906	0.009526989098
907	0.009512770877
908	0.009499640899
909	0.009493741666
910	0.009472093169
911	0.0094527216
912	0.009437953524
913	0.009430894701
914	0.009415771734
915	0.009394302544
916	0.009375952127
917	0.009353263096
918	0.00933254085
919	0.009309947198
920	0.009296155688
921	0.009285835682
922	0.009271355239
923	0.00924773196
924	0.009225670837
925	0.009203891301
926	0.009190545345
927	0.009170583693
928	0.009151335583
929	0.00912905878
930	0.009118433339
931	0.009097225412
932	0.009077811769
933	0.009051388101
934	0.009035203588
935	0.009013710728
936	0.008995243854
937	0.008977656836
938	0.008957776238
939	0.008941799164
940	0.008924046396
941	0.008904609059
942	0.008888873803
943	0.008871811136
944	0.008853898529
945	0.008839414107
946	0.008825408448
947	0.008809343167
948	0.0087958332
949	0.00878251544
950	0.008765605748
951	0.008747139149
952	0.00873476655
953	0.008718978209
954	0.008699050983
955	0.008678053757
956	0.008654832308
957	0.00863475799
958	0.008617227376
959	0.008616915113
960	0.008601870798
961	0.008589716013
962	0.008577587067
963	0.008566011768
964	0.00855495402
965	0.008538153396
966	0.008529641393
967	0.008509778057
968	0.008493818802
969	0.008476522621
970	0.008460025153
971	0.008445948048
972	0.008437048434
973	0.008420785777
974	0.008401580191
975	0.00838399369
976	0.008374675787
977	0.008354977051
978	0.008341128027
979	0.008324402768
980	0.008312726435
981	0.008292382996
982	0.008284748426
983	0.00826515916
984	0.008243237619
985	0.008230604096
986	0.008212329859
987	0.008188848231
988	0.008171694356
989	0.008155658442
990	0.008139564918
991	0.008125516023
992	0.008107686498
993	0.008090746607
994	0.008074430528
995	0.008054154593
996	0.008039823445
997	0.008026129768
998	0.008017204199
999	0.00800389301
07728137034
997	0.007714642246
998	0.007702637661
999	0.00769000181

994	0.006258695485
995	0.006246678656
996	0.006237174546
997	0.006228027397
998	0.006214580056
999	0.006207360236
